"Data Source","Transaction ID","Match ID","Status","Account ID","Alert ID","Alert Name","Alert Status","Created Date","Edited","Extract Status","Import Job ID","Journal Export Job ID","Match Process Name","Matched","Matched By","Matched On","Rule Name","Rule Type","Support ID","Support Type","Supported By","Supported On","Adjusted","Adjustment Type","Adjusted By","Adjusted On","Adjustment To","Location","Date","Amount","Reference","Memo1","Memo2","Bank Branch","Bank Main Branch","POS Memo","Pickup Date","Pickup Day","POS Memo2","Accounting Date","Adjustment Debit Account","LedgerID","Currency Code","Monthly Fee","Fee Amount","Approved By","Error Date","Adjustment Credit Account","Fee Type","Name","Category","ID","Description","Entity","Journal Source"
"Pronto Services","1449","9665","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60001","2017-08-31","218.75","","","","","","S-6:60001","2017-08-31","Thu","60001-08/31/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1173","9666","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60001","2017-09-05","1925","MERCHANT ID: 310000022570 Prime Data Payment","S-6-K","60001","Cheyenne","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1450","9666","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60001","2017-08-31","700","","","","","","S-6:60001","2017-09-05","Tue","60001-08/31/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1451","9666","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60001","2017-09-01","1225","","","","","","S-6:60001","2017-09-05","Tue","60001-09/01/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1174","9667","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-01","243.75","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1452","9667","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-07-31","131.25","","","","","","S-6:60013","2017-08-01","Tue","60013-07/31/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1453","9667","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-01","112.5","","","","","","S-6:60013","2017-08-01","Tue","60013-08/01/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1175","9668","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-03","975","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1454","9668","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-01","150","","","","","","S-6:60013","2017-08-03","Thu","60013-08/01/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1455","9668","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-02","525","","","","","","S-6:60013","2017-08-03","Thu","60013-08/02/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1456","9668","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-03","300","","","","","","S-6:60013","2017-08-03","Thu","60013-08/03/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1176","9669","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-08","1722.19","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1457","9669","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-03","487.5","","","","","","S-6:60013","2017-08-08","Tue","60013-08/03/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1458","9669","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-04","1050","","","","","","S-6:60013","2017-08-08","Tue","60013-08/04/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1459","9669","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-07","111.56","","","","","","S-6:60013","2017-08-08","Tue","60013-08/07/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1460","9669","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-08","73.13","","","","","","S-6:60013","2017-08-08","Tue","60013-08/08/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1177","9670","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-10","1040.63","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1461","9670","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-08","150","","","","","","S-6:60013","2017-08-10","Thu","60013-08/08/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1462","9670","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-09","446.25","","","","","","S-6:60013","2017-08-10","Thu","60013-08/09/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1463","9670","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-10","444.38","","","","","","S-6:60013","2017-08-10","Thu","60013-08/10/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1178","9671","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-15","1282.5","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1464","9671","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-10","225","","","","","","S-6:60013","2017-08-15","Tue","60013-08/10/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1465","9671","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-11","892.5","","","","","","S-6:60013","2017-08-15","Tue","60013-08/11/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1466","9671","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-14","105","","","","","","S-6:60013","2017-08-15","Tue","60013-08/14/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1467","9671","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-15","60","","","","","","S-6:60013","2017-08-15","Tue","60013-08/15/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1179","9672","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-17","795","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1468","9672","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-15","150","","","","","","S-6:60013","2017-08-17","Thu","60013-08/15/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1469","9672","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-16","420","","","","","","S-6:60013","2017-08-17","Thu","60013-08/16/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1470","9672","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-17","225","","","","","","S-6:60013","2017-08-17","Thu","60013-08/17/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1180","9673","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-22","1583.44","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1471","9673","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-17","405","","","","","","S-6:60013","2017-08-22","Tue","60013-08/17/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1472","9673","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-18","840","","","","","","S-6:60013","2017-08-22","Tue","60013-08/18/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1473","9673","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-21","137.81","","","","","","S-6:60013","2017-08-22","Tue","60013-08/21/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1474","9673","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-22","200.63","","","","","","S-6:60013","2017-08-22","Tue","60013-08/22/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1181","9674","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-24","853.13","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1475","9674","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-22","75","","","","","","S-6:60013","2017-08-24","Thu","60013-08/22/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1476","9674","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-23","551.25","","","","","","S-6:60013","2017-08-24","Thu","60013-08/23/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1477","9674","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-24","226.88","","","","","","S-6:60013","2017-08-24","Thu","60013-08/24/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1182","9675","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-29","2016.56","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1478","9675","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-24","600","","","","","","S-6:60013","2017-08-29","Tue","60013-08/24/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1479","9675","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-25","1102.5","","","","","","S-6:60013","2017-08-29","Tue","60013-08/25/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1480","9675","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-28","164.06","","","","","","S-6:60013","2017-08-29","Tue","60013-08/28/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1481","9675","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-29","150","","","","","","S-6:60013","2017-08-29","Tue","60013-08/29/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1183","9676","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-31","1055.63","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1482","9676","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-29","178.13","","","","","","S-6:60013","2017-08-31","Thu","60013-08/29/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1483","9676","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-30","656.25","","","","","","S-6:60013","2017-08-31","Thu","60013-08/30/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1484","9676","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-31","221.25","","","","","","S-6:60013","2017-08-31","Thu","60013-08/31/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1184","9677","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-09-05","2062.5","MERCHANT ID: 310000022221 Prime Data Payment","S-6-K","60013","Phoenix","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1485","9677","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-08-31","750","","","","","","S-6:60013","2017-09-05","Tue","60013-08/31/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1486","9677","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","60013","2017-09-01","1312.5","","","","","","S-6:60013","2017-09-05","Tue","60013-09/01/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1185","9678","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-01","536.25","MERCHANT ID: 310000042321 Prime Data Payment","W-9-K","90001","Nashville","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1487","9678","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-07-31","288.75","","","","","","W-9:90001","2017-08-01","Tue","90001-07/31/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1488","9678","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-01","247.5","","","","","","W-9:90001","2017-08-01","Tue","90001-08/01/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1186","9679","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-03","2145","MERCHANT ID: 310000042321 Prime Data Payment","W-9-K","90001","Nashville","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1489","9679","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-01","330","","","","","","W-9:90001","2017-08-03","Thu","90001-08/01/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1490","9679","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-02","1155","","","","","","W-9:90001","2017-08-03","Thu","90001-08/02/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1491","9679","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-03","660","","","","","","W-9:90001","2017-08-03","Thu","90001-08/03/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1187","9680","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-08","3788.82","MERCHANT ID: 310000042321 Prime Data Payment","W-9-K","90001","Nashville","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1492","9680","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-03","1072.5","","","","","","W-9:90001","2017-08-08","Tue","90001-08/03/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1493","9680","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-04","2310","","","","","","W-9:90001","2017-08-08","Tue","90001-08/04/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1494","9680","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-07","245.44","","","","","","W-9:90001","2017-08-08","Tue","90001-08/07/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1495","9680","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-08","160.88","","","","","","W-9:90001","2017-08-08","Tue","90001-08/08/2017-Tue","","","","","","","","","","","","","","","",""
"Ferrari National Car","1188","9681","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-10","2289.38","MERCHANT ID: 310000042321 Prime Data Payment","W-9-K","90001","Nashville","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1496","9681","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-08","330","","","","","","W-9:90001","2017-08-10","Thu","90001-08/08/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1497","9681","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-09","981.75","","","","","","W-9:90001","2017-08-10","Thu","90001-08/09/2017-Thu","","","","","","","","","","","","","","","",""
"Pronto Services","1498","9681","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-10","977.63","","","","","","W-9:90001","2017-08-10","Thu","90001-08/10/2017-Thu","","","","","","","","","","","","","","","",""
"Ferrari National Car","1189","9682","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-15","2821.5","MERCHANT ID: 310000042321 Prime Data Payment","W-9-K","90001","Nashville","No","","","","","","","","","","","","","","","","","","","",""
"Pronto Services","1499","9682","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-10","495","","","","","","W-9:90001","2017-08-15","Tue","90001-08/10/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1500","9682","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-11","1963.5","","","","","","W-9:90001","2017-08-15","Tue","90001-08/11/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1501","9682","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-14","231","","","","","","W-9:90001","2017-08-15","Tue","90001-08/14/2017-Tue","","","","","","","","","","","","","","","",""
"Pronto Services","1502","9682","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","POS to Bank","Yes","TM_SYSTEM","2023-10-31T18:32:23","Many-1 Exact Amt Loc Date","Many To 1","","","","","No","","","","","90001","2017-08-15","132","","","","","","W-9:90001","2017-08-15","Tue","90001-08/15/2017-Tue","","","","","","","","","","","","","","","",""
